,Rank,Total Assets,Bank Name
3160,3160,"$195,744,000",Traditions First Bank
3161,3161,"$195,641,000",Magnolia State Bank
3162,3162,"$195,472,000",Security Bank USA
3163,3163,"$195,301,000",Fusion Bank
3164,3164,"$195,090,000",Harvest Bank
3165,3165,"$195,085,000",Oklahoma State Bank
3166,3166,"$194,901,000","Cumberland Federal Bank, FSB"
3167,3167,"$194,879,000",Home Loan State Bank
3168,3168,"$194,561,000",Community State Bank
3169,3169,"$194,527,000",The First National Bank and Trust
3170,3170,"$194,298,000",Muenster State Bank
3171,3171,"$194,015,000",Smackover State Bank
3172,3172,"$193,641,000",Cecil Bank
3173,3173,"$193,433,000",Bank of Zumbrota
3174,3174,"$193,321,000",VisionBank
3175,3175,"$193,238,000",PeopleFirst Bank
3176,3176,"$192,818,000",Bank of Perry County
3177,3177,"$192,817,000",Community State Bank
3178,3178,"$192,694,000",Bank of Grandin
3179,3179,"$192,665,000",Bank of Bennington
3180,3180,"$192,643,000",The First National Bank of Izard County
3181,3181,"$192,564,000",Independence Bank
3182,3182,"$192,541,000",Heartland Bank
3183,3183,"$192,506,000",Citizens Bank
3184,3184,"$192,428,000",Infinity Bank
3185,3185,"$192,228,000",State Nebraska Bank & Trust
3186,3186,"$192,074,000",First Peoples Bank of Tennessee
3187,3187,"$192,009,000",Citizens Federal Savings Bank
3188,3188,"$191,676,000",Heritage First Bank
3189,3189,"$191,594,000","BankPacific, Ltd"
3190,3190,"$191,373,000",The First National Bank of McConnelsville
3191,3191,"$191,347,000",State Savings Bank
3192,3192,"$191,242,000",Citizens Bank of Eldon
3193,3193,"$191,097,000",Community Bank of Elmhurst
3194,3194,"$191,047,000",Capon Valley Bank
3195,3195,"$190,566,000","Williamstown Bank, Inc."
3196,3196,"$190,561,000",Union Savings Bank
3197,3197,"$190,423,000",The First National Bank of Waverly
3198,3198,"$190,360,000",The Valley State Bank
3199,3199,"$190,166,000",Florida Business Bank
3200,3200,"$190,147,000",Citizens State Bank
3201,3201,"$189,910,000","Northern Interstate Bank, N. A."
3202,3202,"$189,692,000",PREMIER BANK OF ARKANSAS
3203,3203,"$189,463,000",Arkansas County Bank
3204,3204,"$188,929,000",1st United Bank
3205,3205,"$188,913,000",Community Bank
3206,3206,"$188,889,000",First Community Bank and Trust
3207,3207,"$188,875,000",Idaho Trust Bank
3208,3208,"$188,753,000",Sharon Bank
3209,3209,"$188,574,000",Peoples Bank of the South
3210,3210,"$188,509,000",Bank of Lincoln County
3211,3211,"$188,470,000",The Gifford State Bank
3212,3212,"$188,460,000",Bank of Franklin
3213,3213,"$188,335,000",The Portage County Bank
3214,3214,"$188,132,000",Keystone Savings Bank
3215,3215,"$188,124,000",Decatur County Bank
3216,3216,"$187,629,000",Jersey State Bank
3217,3217,"$187,485,000",The Clay City Banking Co.
3218,3218,"$187,174,000",Surety Bank
3219,3219,"$187,172,000",Unity National Bank of Houston
3220,3220,"$187,146,000",The National Bank of Malvern
3221,3221,"$187,097,000",First State Bank
3222,3222,"$187,022,000",American Bank
3223,3223,"$186,928,000",First State Bank of Bedias
3224,3224,"$186,912,000",South Coast Bank & Trust
3225,3225,"$186,857,000",Bank of Wiggins
3226,3226,"$186,655,000",Home Savings Bank
3227,3227,"$186,527,000",The Putnam County National Bank of Carmel
3228,3228,"$186,438,000",United Roosevelt Savings Bank
3229,3229,"$186,290,000",Plaquemine Bank & Trust Company
3230,3230,"$186,238,000",West Texas State Bank
3231,3231,"$186,221,000",The First National Bank of Waynesboro
3232,3232,"$186,184,000",Citizens State Bank
3233,3233,"$186,177,000",The Citizens Bank
3234,3234,"$185,901,000",The Tri-County Bank
3235,3235,"$185,679,000",RiverBank
3236,3236,"$185,452,000",The Apple Creek Banking Company
3237,3237,"$185,405,000",Farmers State Bank of Hoffman
3238,3238,"$185,390,000",Bank of St. Elizabeth
3239,3239,"$185,249,000",Burling Bank
3240,3240,"$184,854,000",Farmers Trust & Savings Bank
3241,3241,"$184,778,000",The First National Bank of Sycamore
3242,3242,"$184,638,000",Massena Savings and Loan
3243,3243,"$184,582,000",The Lyon County State Bank
3244,3244,"$184,334,000",American Bank of Beaver Dam
3245,3245,"$184,280,000",Tomahawk Community Bank S.S.B.
3246,3246,"$184,248,000",The Colorado Bank and Trust Company of La Junta
3247,3247,"$184,218,000",Lafayette State Bank
3248,3248,"$184,210,000","Gateway Bank, F.S.B."
3249,3249,"$184,191,000","Exchange Bank and Trust Company, Natchitoches, Louisiana"
3250,3250,"$184,180,000",Bank of Easton
3251,3251,"$184,107,000",PEOPLES BANK
3252,3252,"$183,890,000",Natbank
3253,3253,"$183,609,000",Riverland Bank
3254,3254,"$183,570,000",First Iowa State Bank
3255,3255,"$183,408,000",Town & Country Bank
3256,3256,"$183,391,000",FIRST NATIONAL BANK OF NOKOMIS
3257,3257,"$183,287,000",United Pacific Bank
3258,3258,"$183,137,000",Security State Bank
3259,3259,"$183,059,000",The Bank of Monroe
3260,3260,"$182,949,000",The Peoples Bank
3261,3261,"$182,744,000",First Farmers & Commercial Bank
3262,3262,"$182,672,000","The Farmers State Bank of Oakley, Kansas"
3263,3263,"$182,644,000",Oklahoma Bank and Trust Company
3264,3264,"$182,628,000",Liberty First Bank
3265,3265,"$182,513,000",CornerStone Bank
3266,3266,"$182,391,000",Farmers Bank and Trust Company
3267,3267,"$182,372,000",Farmers State Bank
3268,3268,"$182,359,000",Commercial Bank
3269,3269,"$182,317,000",Liberty Bank
3270,3270,"$182,147,000",First Cahawba Bank
3271,3271,"$181,924,000",Wray State Bank
3272,3272,"$181,911,000",United Citizens Bank of Southern Kentucky
3273,3273,"$181,741,000",Peru Federal Savings Bank
3274,3274,"$181,698,000",Security State Bank of Marine
3275,3275,"$181,242,000",Southern Hills Community Bank
3276,3276,"$181,171,000",Davis Trust Company
3277,3277,"$181,043,000",The First National Bank of Raymond
3278,3278,"$180,729,000",New Carlisle Federal Savings Bank
3279,3279,"$180,200,000",The City National Bank of Colorado City
3280,3280,"$180,170,000",Heritage Community Bank
3281,3281,"$180,089,000",Sanger Bank
3282,3282,"$180,040,000",The Haverford Trust Company
3283,3283,"$179,738,000",Bank of Holland
3284,3284,"$179,737,000",Mediapolis Savings Bank
3285,3285,"$179,477,000",York State Bank
3286,3286,"$179,466,000",United Farmers State Bank
3287,3287,"$179,434,000",First Missouri State Bank of Cape County
3288,3288,"$179,378,000","First State Bank of Ben Wheeler, Texas"
3289,3289,"$179,103,000",Merit Bank
3290,3290,"$179,102,000",Peoples State Bank
3291,3291,"$178,972,000",First National Bank at Darlington
3292,3292,"$178,875,000",The First State Bank
3293,3293,"$178,825,000",First National Bank USA
3294,3294,"$178,759,000",The Seymour Bank
3295,3295,"$178,699,000",The First National Bank of Manchester
3296,3296,"$178,654,000",New Market Bank
3297,3297,"$178,623,000",Brickyard Bank
3298,3298,"$178,432,000",Tejas Bank
3299,3299,"$178,407,000",Vintage Bank Kansas
3300,3300,"$178,310,000","First Federal Bank, A FSB"
3301,3301,"$178,274,000",First National Bank of Alvin
3302,3302,"$178,126,000",Highlands Community Bank
3303,3303,"$178,044,000",First Federal Savings of Middletown
3304,3304,"$177,917,000",Merchants and Farmers Bank
3305,3305,"$177,871,000",Great Rivers Bank
3306,3306,"$177,762,000",Columbus Bank and Trust Company
3307,3307,"$177,648,000",The Valley State Bank
3308,3308,"$177,590,000","Mountain Valley Bank, N.A."
3309,3309,"$177,488,000",First State Bank of Newcastle
3310,3310,"$177,438,000",Minden Exchange Bank & Trust Company
3311,3311,"$177,300,000",First Texas Bank
3312,3312,"$177,289,000",Security State Bank of Hibbing
3313,3313,"$177,177,000",Wisconsin River Bank
3314,3314,"$177,174,000",Central State Bank
3315,3315,"$177,054,000",Citizens Community Bank
3316,3316,"$177,004,000",Bank of Deerfield
3317,3317,"$176,699,000",The Bank of Baker
3318,3318,"$176,582,000",Texas Advantage Community Bank
3319,3319,"$176,540,000",Community Bankers' Bank
3320,3320,"$176,468,000",Bank of Richmondville
3321,3321,"$176,393,000",McKenzie Banking Company
3322,3322,"$176,348,000",Bank of Sunset and Trust Company
3323,3323,"$175,086,000",Farmers State Bank of Hamel
3324,3324,"$174,928,000",Arcadian Bank
3325,3325,"$174,874,000",La Salle State Bank
3326,3326,"$174,638,000",First Sound Bank
3327,3327,"$174,506,000",Apollo Trust Company
3328,3328,"$174,360,000",MCS Bank
3329,3329,"$174,333,000",Liberty Bank
3330,3329,"$174,333,000","The Farmers State Bank of Aliceville, Kansas"
3331,3331,"$174,269,000",Bank of Columbia
3332,3332,"$174,262,000",Granite Falls Bank
3333,3333,"$174,209,000",Danville State Savings Bank
3334,3334,"$173,964,000",State Bank of Southwest Missouri
3335,3335,"$173,957,000",Farmers & Merchants Bank & Trust
3336,3336,"$173,753,000",Community Spirit Bank
3337,3337,"$173,641,000",PrinsBank
3338,3338,"$173,619,000",Adrian Bank
3339,3339,"$173,547,000","Carroll County Trust Company of Carrollton, Missouri"
3340,3340,"$173,525,000",Equitable Savings and Loan Association
3341,3341,"$173,502,000",The Wanda State Bank
3342,3342,"$173,495,000",Friend Bank
3343,3343,"$173,376,000",Bank of Milton
3344,3344,"$173,348,000",North Georgia National Bank
3345,3345,"$173,301,000",Peoples State Bank of Munising
3346,3346,"$173,174,000",Badger Bank
3347,3347,"$173,159,000",Liberty Trust & Savings Bank
3348,3348,"$173,112,000",State Bank of Davis
3349,3349,"$172,892,000",Westmoreland Federal Savings and Loan Association
3350,3350,"$172,858,000","Calhoun County Bank, Inc."
3351,3351,"$172,784,000",Community 1st Bank Las Vegas
3352,3352,"$172,770,000",First Community Bank
3353,3353,"$172,746,000",Bank of Salem
3354,3354,"$172,553,000",The Turbotville National Bank
3355,3355,"$172,504,000",Citizens Bank & Trust Co. of Jackson
3356,3356,"$172,305,000","Farmers and Merchants State Bank, Bloomfield, Nebraska"
3357,3357,"$172,299,000",Carson Community Bank
3358,3358,"$172,241,000",Cleveland State Bank
3359,3359,"$172,072,000",The Kansas State Bank
3360,3360,"$171,883,000",The Citizens Bank
3361,3361,"$171,751,000",First National Bank in Fairfield
3362,3362,"$171,717,000",The Commercial National Bank of Brady
3363,3363,"$171,686,000",First State Bank of Odem
3364,3364,"$171,670,000",The Gunnison Bank and Trust Company
3365,3365,"$171,602,000",Citizens Bank of the Midwest
3366,3366,"$171,433,000",First State Bank
3367,3367,"$171,293,000",The Wilmington Savings Bank
3368,3368,"$171,144,000",Boone Bank & Trust Co.
3369,3369,"$170,814,000",Bank of Anguilla
3370,3370,"$170,780,000",Bank Star
3371,3371,"$170,774,000",The Perryton National Bank
3372,3372,"$170,726,000",The First National Bank of Absecon
3373,3373,"$170,470,000",Bedford Federal Savings Bank
3374,3374,"$170,364,000",Blue Ridge Bank
3375,3375,"$170,327,000",Streator Home Savings Bank
3376,3376,"$170,158,000","Citizens Bank & Trust Company of Vivian, Louisiana"
3377,3377,"$170,072,000",F & M Community Bank
3378,3378,"$169,786,000",WSB Municipal Bank
3379,3379,"$169,733,000",Goodfield State Bank
3380,3380,"$169,584,000",Anchor Bank
3381,3381,"$169,576,000",First Federal Savings and Loan Association of Bath
3382,3382,"$169,430,000",Guthrie County State Bank
3383,3383,"$169,412,000",St. Clair County State Bank
3384,3384,"$169,187,000",Garrison State Bank and Trust
3385,3385,"$169,181,000",CenTrust Bank
3386,3386,"$169,081,000",Lee Bank and Trust Company
3387,3387,"$168,996,000",Farmers State Bank
3388,3388,"$168,170,000",Horizon Financial Bank
3389,3389,"$167,997,000",Bank of Montana
3390,3390,"$167,909,000",First Federal Savings and Loan Association of Greensburg
3391,3391,"$167,765,000",Bank of Commerce
3392,3392,"$167,690,000",Malvern Bank
3393,3393,"$167,548,000",Iowa State Bank
3394,3394,"$167,451,000",Lakeside Bank
3395,3395,"$167,426,000",First State Bank
3396,3396,"$167,394,000",The Corner Stone Bank
3397,3397,"$167,266,000",Citizens Savings Bank
3398,3398,"$167,229,000",State Bank of Herscher
3399,3399,"$167,211,000",The Fisher National Bank
3400,3400,"$167,177,000",First National Bank of Bosque County
3401,3401,"$167,092,000",The Citizens State Bank of Ouray
3402,3402,"$167,001,000",Commercial State Bank
3403,3403,"$166,990,000",Mountain View Bank of Commerce
3404,3404,"$166,985,000",Commercial Trust Company of Fayette
3405,3405,"$166,895,000",Texas National Bank
3406,3406,"$166,893,000","Iowa State Bank and Trust Company of Fairfield, Iowa"
3407,3407,"$166,665,000",Jackson County Bank
3408,3408,"$166,459,000",NEW HAVEN BANK
3409,3409,"$166,435,000","Frederick Community Bank, The"
3410,3410,"$166,036,000",Citizens Federal Savings and Loan Association
3411,3411,"$165,930,000",Mission Bank
3412,3412,"$165,676,000",Minnstar Bank
3413,3413,"$165,587,000",Savannah Bank
3414,3414,"$165,548,000","Big Bend Banks, N.A."
3415,3415,"$165,382,000",The Farmers and Merchants Bank
3416,3416,"$165,167,000",Drake Bank
3417,3417,"$164,986,000",The First National Bank of Waseca
3418,3418,"$164,855,000",EAGLE.bank
3419,3419,"$164,820,000",Valley Bank of Kalispell
3420,3420,"$164,797,000",TSB Bank
3421,3421,"$164,779,000",Bank of Newington
3422,3422,"$164,767,000",The Miners State Bank
3423,3423,"$164,662,000",Northwestern Bank
3424,3424,"$164,616,000",Tensas State Bank
3425,3425,"$164,451,000",The Peoples National Bank of Checotah
3426,3426,"$164,413,000",Slovenian Savings and Loan Association of Franklin-Conemaugh
3427,3427,"$164,176,000",Elkton Bank & Trust Company
3428,3428,"$164,061,000",Farmers State Bank
3429,3429,"$163,884,000",Citizens' Bank of Charleston
3430,3430,"$163,838,000",Eastbank
3431,3431,"$163,668,000",The Idabel National Bank
3432,3432,"$163,636,000",The Tipton Latham Bank
3433,3433,"$163,621,000",Community Bank of Georgia
3434,3434,"$163,552,000",Lewisburg Banking Company
3435,3435,"$163,519,000",Prairie Community Bank
3436,3436,"$163,386,000",Chisholm Trail State Bank
3437,3437,"$163,340,000",First National Bank and Trust Co. of Bottineau
3438,3438,"$163,258,000",Farmers National Bank
3439,3438,"$163,258,000",Oklahoma Capital Bank
3440,3440,"$163,065,000",PEOPLES BANK OF MIDDLE TENNESSEE
3441,3441,"$163,036,000",The Bank of Charlotte County
3442,3442,"$162,618,000",Milledgeville State Bank
3443,3443,"$162,555,000",OneSouth Bank
3444,3444,"$162,516,000",UNB Bank
3445,3445,"$162,358,000",BEACON BUSINESS BANK
3446,3446,"$162,307,000",Patriots Bank
3447,3447,"$162,303,000",The First State Bank of Malta
3448,3448,"$162,264,000",Union Federal Savings and Loan Association
3449,3449,"$162,207,000",The Lake Bank
3450,3450,"$162,197,000",First State Bank of Porter
3451,3451,"$162,180,000",The First National Bank of Beardstown
3452,3452,"$162,157,000",Peoples Bank
3453,3453,"$162,119,000",State Bank of Whittington
3454,3454,"$161,826,000",Golden Pacific Bank
3455,3455,"$161,747,000",Citizens Bank
3456,3456,"$161,671,000",Bank 1st
3457,3457,"$161,375,000",Anthem Bank & Trust
3458,3458,"$161,292,000",Farmers State Bank
3459,3459,"$161,189,000",Landmark Bank
3460,3460,"$160,991,000",First Bank
3461,3461,"$160,658,000",F&M Bank and Trust Company
3462,3462,"$160,628,000",Bank of Delight
3463,3463,"$160,605,000","First Federal Savings and Loan Association of Central Illinois, S.B."
3464,3464,"$160,571,000",Aroostook County Federal Savings and Loan Association
3465,3465,"$160,554,000",Mount Vernon Bank and Trust Company
3466,3466,"$160,491,000",Vermilion Valley Bank
3467,3467,"$160,457,000",Union State Bank
3468,3468,"$160,330,000",Farmers State Bank of Western Illinois
3469,3469,"$160,106,000",The Bank of the West
3470,3470,"$160,095,000",Citizens Bank & Trust Company
3471,3471,"$159,951,000",Foundation One Bank
3472,3472,"$159,632,000",The First National Bank of Louisburg
3473,3473,"$159,430,000",Progressive Ozark Bank
3474,3474,"$159,295,000",The Citizens-Farmers Bank of Cole Camp
3475,3475,"$159,161,000","Allied First Bank,sb"
3476,3476,"$159,101,000",Hill Bank & Trust Co.
3477,3477,"$159,067,000",Coleman County State Bank
3478,3478,"$158,944,000",Mount Vernon Bank
3479,3479,"$158,806,000",Bay Bank
3480,3480,"$158,595,000",Nebraska Bank of Commerce
3481,3481,"$158,552,000",Citizens State Bank
3482,3482,"$158,534,000",Federation Bank
3483,3483,"$158,472,000",First Farmers & Merchants National Bank
3484,3484,"$158,456,000","Century Bank of Kentucky, Inc."
3485,3485,"$158,392,000",First Community National Bank
3486,3486,"$158,201,000",Farmers and Miners Bank
3487,3487,"$158,194,000",Community State Bank
3488,3488,"$158,183,000","BCBank, Inc."
3489,3489,"$158,134,000","Greeneville Federal Bank, FSB"
3490,3490,"$158,064,000",Flint Hills Bank
3491,3491,"$157,753,000",Peoples State Bank
3492,3492,"$157,745,000",Impact Bank
3493,3493,"$157,517,000",Coastal Bank & Trust
3494,3494,"$157,439,000",Murphy-Wall State Bank and Trust Company
3495,3495,"$157,420,000",Town Center Bank
3496,3496,"$157,392,000",The Community Bank
3497,3497,"$157,188,000",Security Bank Minnesota
3498,3498,"$156,998,000",F & M Bank Minnesota
3499,3499,"$156,844,000",Algonquin State Bank
3500,3500,"$156,797,000",Madison County Community Bank
